shape,z,posx,posy,scale,angle,thickness,energy,curveX,curveY,spread1,spread2,hue_bias,lightness_bias,texture
splatter,2433,28.35,33.75,41.39,280.1,9.59,0.843,5.33,27.17,262.95,220.0,-14.65,0.24,1.034
spiral,2434,25.25,34.77,67.0,53.52,2.93,0.388,39.19,5.71,162.61,138.68,120.0,0.045,3.157
spiral,2435,82.26,97.68,97.32,224.68,2.0,0.445,17.95,5.93,119.69,104.9,98.35,0.45,1.07
spiral,2436,84.33,68.02,38.22,128.14,5.35,0.948,1.54,-4.82,161.46,140.54,67.68,0.158,0.5
splatter,2437,24.53,29.37,69.37,129.38,8.9,0.769,9.5,3.37,124.91,88.63,29.99,-0.283,1.96
spiral,2438,88.05,63.65,50.42,146.92,9.28,0.616,23.57,56.77,121.94,77.52,-16.72,-0.329,1.334
spiral,2439,33.27,27.55,143.81,118.39,7.02,0.947,-18.72,16.43,184.0,175.28,2.51,0.124,1.083
cloud,2440,78.66,80.23,150.04,99.08,9.53,0.768,-17.0,30.02,136.2,56.81,81.67,-0.4,0.846
cloud,2441,26.41,24.23,95.67,264.19,6.49,0.785,-14.99,9.6,164.95,134.91,48.96,0.198,0.5
wave,2442,81.03,82.86,124.02,251.16,5.86,0.919,35.26,-7.68,100.34,90.42,36.14,-0.014,1.069
wave,2443,87.76,67.03,123.64,346.52,5.2,0.631,-13.8,14.8,301.33,102.75,37.66,-0.11,0.869
spiral,2444,10.53,22.43,57.03,330.5,6.24,0.796,-17.45,4.42,149.97,206.1,1.68,-0.118,1.559
wave,2445,84.85,80.97,45.75,54.86,5.47,0.616,12.15,23.4,164.62,33.04,16.61,-0.14,0.871
wave,2446,86.12,68.22,105.31,221.64,10.23,0.411,55.93,19.95,213.31,64.1,54.55,-0.081,1.491
wave,2447,24.89,39.11,99.78,160.1,2.66,0.821,-30.47,-77.26,201.84,117.27,90.6,0.321,0.5
spiral,2448,73.13,77.15,97.25,170.64,6.72,0.35,7.74,31.61,268.38,84.43,-11.87,-0.126,2.211
splatter,2449,18.75,14.3,67.21,153.51,6.53,0.611,-2.54,-33.64,93.69,67.64,-41.64,-0.317,2.049
spiral,2450,66.61,69.52,43.41,38.63,2.04,0.73,-16.22,-1.71,183.87,120.73,0.62,0.238,1.88
stroke,2451,33.74,25.27,71.81,190.31,6.08,0.764,-64.63,26.55,137.37,173.83,93.61,0.217,1.701
spiral,2452,87.55,71.95,92.92,213.29,9.02,0.635,56.3,-0.28,235.1,43.59,32.6,-0.049,1.962
spiral,2453,86.65,87.54,76.8,29.62,7.29,0.555,11.04,1.46,96.17,156.39,2.12,-0.084,2.516
blob,2454,12.81,29.42,110.27,292.61,6.78,0.462,-12.95,-23.97,60.0,108.17,99.56,-0.025,0.576
wave,2455,22.38,35.5,54.42,76.59,9.54,0.428,21.42,7.87,127.36,59.14,-78.94,0.349,1.322
splatter,2456,86.42,84.24,48.5,146.35,7.66,0.878,-40.56,53.14,155.66,134.16,-72.43,0.03,2.525
spiral,2457,71.14,67.1,65.33,104.98,10.24,0.7,17.01,-9.75,140.46,135.09,1.78,-0.135,2.486
spiral,2458,81.64,73.85,47.1,195.79,6.51,0.35,-12.18,22.74,197.74,107.89,47.43,0.067,0.803
spiral,2459,23.62,31.5,111.7,77.93,9.27,0.713,-14.96,29.03,306.41,116.94,-0.47,-0.357,0.769
blob,2460,74.32,71.72,81.17,169.24,9.13,0.538,39.42,33.1,162.69,61.44,40.38,0.22,1.92
cloud,2461,74.24,92.18,75.19,351.37,8.56,0.703,-16.33,41.87,140.91,77.09,-41.52,0.09,1.803
wave,2462,29.88,23.98,105.37,204.51,2.7,0.779,-22.44,-38.81,165.73,138.28,93.73,0.338,3.16
cloud,2463,80.57,81.36,133.65,9.54,10.31,0.726,-7.99,-20.81,134.96,78.68,48.2,-0.011,1.324
splatter,2464,69.65,95.08,89.54,179.92,9.53,0.726,-4.04,-20.85,182.07,158.41,101.2,-0.011,1.748
cloud,2465,24.25,17.22,80.17,193.85,6.99,0.673,-5.92,-2.26,177.25,85.31,74.64,-0.336,2.237
cloud,2466,18.02,25.38,35.0,188.84,5.94,0.72,1.95,-9.72,179.83,85.74,-33.17,-0.085,1.088
cloud,2467,16.9,32.0,72.61,260.09,11.33,0.93,19.24,-3.4,194.7,76.83,-36.88,0.296,0.69
spiral,2468,65.12,70.78,155.19,104.74,2.0,0.749,33.92,5.38,161.05,115.9,-32.15,0.298,1.419
splatter,2469,80.02,67.25,103.97,315.63,6.18,0.463,-11.6,-29.68,246.71,166.61,40.31,0.284,2.524
splatter,2470,85.84,75.12,72.38,319.25,6.98,0.42,-26.53,-29.01,172.79,137.62,28.15,0.221,0.968
stroke,2471,93.77,74.86,168.72,187.02,7.75,0.626,-48.0,5.72,210.82,105.95,80.65,0.209,0.805
cloud,2472,70.77,73.51,47.01,62.72,5.02,0.35,58.82,-14.83,115.47,99.74,102.12,-0.272,1.724
spiral,2473,31.36,30.07,96.03,247.5,3.96,0.786,33.65,28.61,199.08,89.56,-55.07,0.266,4.852
stroke,2474,4.74,30.75,143.22,84.5,9.65,0.636,-36.47,-5.95,60.0,79.69,96.34,0.184,1.074
stroke,2475,77.65,71.82,67.66,213.33,8.05,0.495,15.97,34.68,242.39,98.36,-39.26,0.123,1.628
cloud,2476,72.85,59.42,87.79,100.3,13.28,0.487,-3.42,-13.24,152.31,73.34,51.59,-0.044,1.295
splatter,2477,88.33,70.64,118.57,85.01,9.42,0.545,-19.1,-6.16,135.04,62.16,19.39,-0.097,1.151
stroke,2478,80.76,78.35,63.5,249.29,7.48,0.821,-6.58,17.5,149.53,77.17,57.6,0.367,1.352
wave,2479,15.32,13.17,49.35,55.58,8.47,0.597,-25.03,7.39,153.41,117.36,49.14,0.124,2.587
splatter,2480,69.27,72.34,88.72,189.52,7.53,0.773,2.67,-23.69,98.72,76.44,-93.9,-0.264,0.5
splatter,2481,23.9,28.35,111.8,20.63,4.58,0.869,21.93,-17.23,124.5,122.75,33.69,-0.222,0.84
splatter,2482,18.24,39.39,169.27,336.24,4.28,0.35,-45.24,-19.39,204.58,125.03,63.29,0.073,3.044
cloud,2483,80.51,70.91,100.92,64.62,5.86,0.407,-11.54,-7.37,137.7,70.67,12.89,-0.142,2.427
spiral,2484,24.12,17.8,66.11,273.31,6.28,0.484,1.86,23.35,157.29,60.56,9.36,0.354,1.083
splatter,2485,21.0,37.3,71.6,357.42,7.85,0.618,-5.33,-25.52,60.0,33.0,-17.43,0.146,0.537
cloud,2486,71.59,86.18,45.92,341.28,12.21,0.941,5.59,-14.15,249.25,163.96,-82.34,0.45,1.959
spiral,2487,31.83,22.76,77.84,84.79,8.23,0.876,19.54,-5.61,142.42,92.51,7.37,-0.371,0.981
wave,2488,79.86,61.28,99.68,43.67,9.79,0.664,-38.11,27.35,129.03,108.14,-15.94,-0.304,1.295
cloud,2489,75.61,66.35,68.79,154.51,8.14,0.481,44.89,-30.83,207.77,95.36,116.72,-0.229,1.358
stroke,2490,20.64,23.5,70.28,210.36,9.98,0.35,-60.71,19.3,160.38,147.7,15.74,0.372,0.743
stroke,2491,22.87,3.24,74.5,335.95,7.47,0.657,9.2,-23.99,247.84,107.24,-16.86,-0.087,0.844
spiral,2492,68.33,58.64,38.51,17.17,4.02,0.495,-23.71,-10.8,238.05,66.44,-54.54,-0.203,1.031
stroke,2493,34.95,12.76,52.68,215.66,7.88,0.922,37.76,-30.51,178.23,147.72,44.58,-0.163,1.116
stroke,2494,12.81,33.16,75.32,204.02,2.75,0.561,-42.81,3.11,203.12,26.12,-48.72,0.194,1.475
stroke,2495,14.98,14.42,94.74,194.54,6.4,0.931,30.47,7.64,97.33,89.71,-39.41,-0.107,1.471
stroke,2496,19.65,24.84,142.19,358.95,4.52,0.754,-1.02,0.79,235.6,95.06,4.11,0.217,2.066
splatter,2497,84.85,78.3,51.57,195.01,5.9,0.35,4.21,43.37,109.12,77.48,-2.02,-0.245,2.146
wave,2498,29.68,40.57,46.49,262.45,3.3,0.98,-14.45,25.6,187.42,143.58,7.75,0.068,1.676
stroke,2499,77.04,58.79,53.57,161.85,8.16,0.915,6.39,4.38,213.37,59.59,-40.11,-0.45,3.14
stroke,2500,82.5,66.3,76.26,277.74,5.94,0.642,-35.45,-39.71,223.36,95.42,10.9,0.013,1.55
wave,2501,83.04,59.28,92.05,48.5,8.87,0.49,7.13,-36.12,195.84,89.88,-6.55,0.201,2.55
spiral,2502,85.41,78.45,113.8,163.18,3.29,0.682,-15.6,-22.98,154.48,107.13,-61.38,-0.153,2.201
stroke,2503,16.11,21.88,69.17,83.7,5.11,0.8,-20.0,17.06,150.73,56.2,38.52,0.032,0.726
cloud,2504,85.7,54.09,105.55,60.21,5.22,0.727,1.26,36.11,60.0,110.46,44.26,0.45,1.497
stroke,2505,35.35,36.55,81.7,227.79,8.1,0.704,1.27,15.53,75.11,107.6,-54.78,0.45,1.363
splatter,2506,80.12,78.08,60.56,3.68,5.57,0.9,-17.05,7.54,135.91,137.67,43.71,0.184,1.392
spiral,2507,16.87,19.14,64.08,76.63,2.01,0.943,-32.28,43.07,212.98,119.72,26.2,0.167,1.739
splatter,2508,18.64,18.64,68.9,119.22,7.39,0.826,3.14,7.23,144.45,137.95,-7.43,0.246,1.042
stroke,2509,27.88,25.27,127.74,347.13,8.28,0.693,28.15,37.34,170.44,38.75,-30.74,0.305,1.04
stroke,2510,2.5,31.5,108.21,346.61,8.89,0.87,14.31,-27.54,198.81,66.03,92.51,0.268,0.566
stroke,2511,18.13,45.07,68.33,125.32,7.6,0.35,20.12,0.07,100.94,140.41,-4.2,-0.041,4.064
stroke,2512,60.23,59.36,101.1,17.28,4.78,0.35,9.46,7.75,178.55,108.22,21.72,0.053,1.719
wave,2513,25.22,25.86,81.8,327.48,8.63,0.662,-37.0,-45.62,116.56,121.36,8.36,-0.071,1.355
blob,2514,12.53,36.23,83.91,112.76,2.62,0.445,7.99,28.85,152.75,72.14,-15.88,-0.227,1.131
wave,2515,74.2,72.46,89.81,335.09,3.14,0.847,-9.65,27.21,122.29,25.0,35.0,-0.101,1.792
stroke,2516,68.9,61.58,89.91,29.1,7.72,0.917,12.04,-1.16,217.87,56.42,-28.43,0.298,5.5
cloud,2517,71.63,85.07,36.71,324.4,8.83,0.914,9.71,-10.54,99.68,64.41,54.02,0.04,0.5
stroke,2518,15.07,41.31,116.98,98.72,9.11,0.593,-21.55,-29.92,157.96,117.79,26.52,-0.45,0.5
spiral,2519,20.98,42.13,56.88,335.29,10.33,0.634,-20.98,-10.97,122.48,139.75,1.52,0.255,1.812
spiral,2520,72.47,71.72,107.01,326.27,5.72,0.764,-2.27,6.71,140.22,139.1,80.02,0.305,0.733
wave,2521,22.73,34.92,109.6,71.3,9.75,0.41,12.78,37.76,144.53,117.38,-8.82,0.152,1.191
stroke,2522,31.53,22.5,75.47,33.42,10.98,0.571,1.36,26.45,168.39,137.77,1.68,-0.282,0.765
splatter,2523,75.18,63.04,36.88,248.69,12.66,0.976,13.41,-5.16,200.48,154.87,8.86,0.324,4.555
stroke,2524,64.09,49.3,100.98,14.02,7.99,0.82,3.31,-30.21,135.73,157.5,0.23,-0.03,0.5
splatter,2525,26.03,16.76,35.0,158.57,7.13,0.839,23.15,28.98,87.01,119.03,58.91,0.375,1.629
stroke,2526,20.23,36.86,99.89,225.99,5.32,0.905,66.54,-48.35,140.01,126.21,-81.81,0.081,0.945
splatter,2527,74.98,65.41,120.38,225.51,4.73,0.743,-35.27,-31.69,278.48,79.38,8.2,0.058,1.568
cloud,2528,66.51,79.0,118.52,102.52,8.81,0.51,-39.23,10.01,184.45,90.41,45.94,0.299,0.967
spiral,2529,88.47,57.94,82.2,21.99,5.36,0.816,16.85,10.8,114.97,169.14,-30.24,-0.178,2.951
splatter,2530,17.2,31.18,55.91,195.9,8.57,0.892,29.07,-27.05,184.11,130.67,29.45,-0.288,2.568
stroke,2531,59.28,71.48,195.31,258.26,9.84,0.956,34.86,40.42,234.16,69.54,67.5,-0.12,0.849
splatter,2532,32.95,16.81,73.47,26.63,7.95,0.758,5.66,-41.06,149.17,35.81,-5.68,0.13,3.875
stroke,2533,78.15,65.26,76.76,176.0,5.1,0.675,-8.2,-0.84,133.12,51.39,1.52,-0.231,0.758
stroke,2534,87.11,73.08,202.76,42.34,3.96,0.709,-4.56,-23.19,121.55,82.59,-12.66,-0.001,2.216
wave,2535,85.08,60.77,121.26,289.7,8.09,0.35,-14.73,-23.45,220.69,102.56,86.77,-0.097,1.33
wave,2536,79.31,65.85,207.11,133.79,4.99,0.708,-64.29,-10.13,228.34,58.58,37.12,-0.146,2.179
spiral,2537,13.11,29.38,40.71,104.2,2.0,0.658,-8.18,-21.78,70.06,71.07,-23.7,0.181,0.962
splatter,2538,11.82,18.55,96.21,154.1,7.63,0.572,-11.41,16.4,138.48,164.46,-15.64,0.037,1.591
spiral,2539,73.05,66.2,48.81,108.71,8.46,0.656,-9.12,20.6,205.9,128.33,-2.35,0.062,2.598
cloud,2540,24.24,28.62,72.84,278.52,6.64,0.526,-10.12,13.2,118.42,25.0,44.23,-0.101,1.283
stroke,2541,19.24,26.05,66.01,352.34,6.78,0.848,-4.04,-45.79,218.91,100.9,-17.47,0.064,4.88
splatter,2542,15.48,34.48,95.76,215.67,6.01,0.707,50.42,11.23,144.42,127.73,52.62,-0.277,1.488
splatter,2543,18.69,30.86,79.48,277.71,9.71,0.637,-10.52,19.37,120.14,124.29,20.5,-0.084,1.602
cloud,2544,83.19,77.79,110.86,166.5,7.38,0.554,3.93,-24.44,117.06,195.17,27.45,0.323,0.87
spiral,2545,20.38,24.57,35.0,262.65,7.62,0.819,34.16,5.53,219.07,122.1,5.05,0.064,5.115
splatter,2546,81.89,83.01,87.13,168.26,8.12,0.628,-6.29,24.74,230.96,25.0,38.61,0.032,0.81
splatter,2547,30.04,25.44,125.26,195.79,8.6,0.859,-5.64,33.76,126.34,71.77,73.31,-0.309,0.978
wave,2548,27.52,23.05,46.58,73.58,6.77,0.841,-26.25,-26.29,178.75,49.15,74.27,0.16,1.48
spiral,2549,24.81,42.7,80.38,101.83,9.71,0.717,-25.09,34.21,72.09,98.36,-31.08,-0.124,1.23
spiral,2550,30.83,23.94,60.57,157.57,8.18,0.35,-30.96,-7.15,192.61,33.17,-5.67,-0.102,1.011
splatter,2551,77.75,74.66,164.99,193.09,9.85,0.778,-41.11,2.99,110.09,145.35,16.99,0.206,1.433
spiral,2552,80.04,65.53,146.07,219.71,7.85,0.35,-77.34,1.05,206.86,86.9,23.91,-0.092,1.884
cloud,2553,23.67,41.83,106.35,333.22,6.5,0.853,-24.0,40.25,130.39,117.67,73.16,0.294,1.424
spiral,2554,24.84,23.63,70.03,104.62,8.23,0.654,-15.52,28.79,243.07,96.42,-24.77,0.05,1.916
stroke,2555,71.39,72.98,65.64,128.8,8.14,0.652,28.42,-42.38,137.33,166.27,25.68,-0.083,2.528
spiral,2556,12.58,30.05,154.13,223.65,4.87,0.777,-7.57,-8.79,298.7,90.02,-49.16,0.246,2.186
splatter,2557,85.9,76.75,83.06,282.1,7.99,0.98,26.25,-7.16,110.35,25.0,1.81,0.186,0.715
stroke,2558,79.38,88.5,91.93,34.21,4.35,0.634,-40.09,-17.59,188.64,66.32,14.55,0.16,3.109
splatter,2559,77.71,70.39,63.54,49.83,5.97,0.444,-0.88,-12.64,164.74,139.71,55.47,-0.126,2.393
splatter,2560,80.97,65.88,53.86,300.75,9.15,0.706,20.03,-3.71,148.23,59.34,46.25,0.046,2.326
cloud,2561,9.16,34.44,35.0,92.64,6.47,0.634,17.48,-13.9,60.0,99.58,81.75,0.074,0.779
spiral,2562,12.77,12.56,76.15,351.72,10.42,0.487,-34.45,-40.86,166.62,92.29,-99.01,0.125,1.134
stroke,2563,30.13,21.76,200.6,27.78,10.0,0.875,2.54,-11.39,98.27,121.87,21.34,-0.114,1.94
splatter,2564,73.35,67.32,77.3,214.45,8.24,0.714,19.63,0.8,132.42,89.73,48.42,-0.11,0.5
spiral,2565,17.01,34.47,81.58,32.36,4.42,0.98,-1.17,15.35,194.92,190.19,48.73,0.276,0.734
stroke,2566,86.47,74.77,79.97,54.45,7.4,0.708,0.29,-36.84,60.12,82.43,51.51,0.006,1.7
splatter,2567,31.3,19.19,133.62,238.35,10.4,0.895,-12.4,29.68,208.41,91.6,51.31,0.188,1.702
spiral,2568,81.34,75.55,95.73,222.63,5.58,0.899,34.91,-9.83,212.66,25.0,-39.94,0.347,0.854
spiral,2569,76.63,64.94,125.22,347.31,10.85,0.755,24.09,-11.87,172.57,151.32,5.66,0.178,1.102
wave,2570,71.86,56.22,86.53,51.29,4.72,0.64,-12.09,15.57,166.94,125.48,31.03,-0.065,1.842
stroke,2571,76.38,74.6,49.29,330.85,12.76,0.588,-55.91,-13.31,105.18,30.3,3.63,0.058,2.006
cloud,2572,70.56,60.52,46.1,239.41,7.64,0.533,-17.28,7.78,191.92,101.3,-43.85,0.129,1.532
stroke,2573,16.43,43.19,82.81,29.93,10.82,0.668,3.59,5.73,141.77,111.06,72.15,0.083,0.5
stroke,2574,72.38,62.91,76.35,301.04,9.23,0.894,-56.92,10.41,150.87,36.36,51.67,0.175,1.632
spiral,2575,17.49,16.69,53.25,213.51,4.71,0.625,-26.71,50.49,223.55,99.24,93.86,0.45,2.125
cloud,2576,92.54,54.12,72.49,142.09,5.01,0.657,-8.39,-71.09,144.87,47.29,82.36,0.055,2.37
blob,2577,23.68,37.06,205.14,152.8,7.54,0.942,21.22,40.73,86.18,71.69,88.65,-0.299,1.557
wave,2578,75.8,75.7,148.43,327.36,7.21,0.35,-24.01,3.38,169.21,128.64,1.66,0.253,2.057
blob,2579,83.06,60.01,77.99,261.81,9.34,0.868,-42.69,45.73,200.83,51.28,-22.57,0.035,0.772
cloud,2580,84.18,76.55,65.61,34.89,2.19,0.944,12.97,32.69,146.55,85.21,56.24,-0.29,5.145
spiral,2581,75.58,76.29,69.73,230.71,5.23,0.705,-12.31,3.29,148.35,74.2,71.65,-0.099,1.459
wave,2582,19.76,24.25,72.83,346.72,10.01,0.907,23.87,15.69,79.69,134.11,-93.14,-0.004,1.797
wave,2583,17.89,26.64,106.26,225.62,11.48,0.508,14.77,15.74,161.25,63.33,18.48,0.296,1.042
splatter,2584,68.32,62.97,50.09,234.92,5.88,0.941,-14.72,0.33,174.57,167.77,10.15,-0.167,1.047
wave,2585,86.33,61.82,78.38,50.37,8.38,0.35,-68.03,34.85,132.55,123.48,-57.72,-0.149,1.771
wave,2586,24.91,25.66,54.81,329.37,6.76,0.94,-16.74,20.36,204.66,96.77,44.45,-0.023,1.681
spiral,2587,29.98,31.56,107.98,220.67,4.74,0.55,-38.25,35.74,178.89,159.42,27.23,0.19,1.75
stroke,2588,21.56,4.83,79.76,128.81,6.07,0.364,62.07,-0.04,183.6,113.05,12.2,0.166,1.354
splatter,2589,59.33,69.6,83.94,164.4,8.79,0.943,-2.76,26.43,106.9,71.23,52.97,-0.187,0.784
splatter,2590,26.43,48.37,79.28,71.93,6.79,0.837,-53.93,20.43,133.97,44.56,55.28,0.117,1.134
cloud,2591,31.53,29.4,83.18,111.82,8.09,0.894,-33.76,-7.27,115.24,159.19,1.13,0.164,0.713
blob,2592,28.24,26.49,83.18,32.4,5.62,0.676,18.13,-3.71,194.78,131.94,23.22,-0.054,0.804
spiral,2593,38.95,32.53,37.99,342.82,6.19,0.35,30.93,-28.07,161.58,83.8,-48.81,0.209,0.937
wave,2594,32.16,34.91,73.62,336.36,9.08,0.35,-21.64,-69.07,118.81,113.22,-29.28,0.004,1.977
splatter,2595,86.4,75.68,137.75,71.02,8.2,0.735,-10.14,14.82,223.8,76.83,-61.98,0.016,1.204
splatter,2596,14.93,25.93,113.13,251.46,8.9,0.795,-16.85,12.88,110.71,91.24,17.32,-0.45,0.5
wave,2597,24.67,10.05,57.88,0.7,7.68,0.803,-13.07,-2.1,128.91,134.79,100.53,-0.015,0.845
spiral,2598,7.46,17.56,117.39,268.88,7.53,0.703,12.35,19.07,233.43,55.17,32.16,-0.45,3.698
spiral,2599,29.15,41.41,65.25,156.93,7.15,0.609,-14.69,-54.17,155.92,79.82,98.67,-0.028,2.414
stroke,2600,33.69,25.85,58.35,60.91,5.05,0.931,-34.05,-17.5,200.73,62.49,-120.0,-0.061,1.211
cloud,2601,37.58,34.17,122.06,55.8,5.59,0.562,-5.3,16.71,60.0,124.27,55.74,-0.376,1.707
stroke,2602,71.92,61.53,79.12,228.78,6.72,0.546,-2.61,19.23,99.78,148.91,112.68,0.126,0.786
stroke,2603,41.74,37.83,133.95,250.49,7.13,0.551,-10.91,-37.56,124.28,155.85,59.85,-0.112,2.578
stroke,2604,81.78,71.49,78.05,310.75,5.32,0.702,7.4,16.66,191.87,134.38,65.49,0.048,0.919
cloud,2605,23.47,33.77,63.51,175.23,7.36,0.35,5.34,-32.5,81.94,54.17,112.31,0.067,1.037
splatter,2606,20.29,36.5,44.75,157.24,4.62,0.894,-33.35,20.21,142.0,137.04,-8.79,0.127,2.0
stroke,2607,12.01,19.67,109.49,16.55,7.77,0.44,0.45,22.08,146.76,70.43,17.84,-0.05,0.658
wave,2608,15.08,24.42,81.53,46.06,4.56,0.756,9.4,-14.8,198.95,44.32,-23.44,-0.307,1.44
blob,2609,83.5,86.22,57.96,51.41,8.56,0.611,13.46,42.97,171.86,76.5,36.47,0.17,0.619
spiral,2610,25.15,11.88,35.0,169.17,9.18,0.599,-32.19,3.93,60.0,106.62,64.94,0.078,0.821
blob,2611,23.65,43.71,98.78,29.49,9.7,0.868,25.9,38.86,152.96,98.83,46.43,-0.324,1.089
splatter,2612,81.36,51.62,73.54,46.26,6.64,0.862,23.58,-60.26,214.75,60.68,19.84,-0.13,0.829
spiral,2613,21.51,44.02,41.25,128.8,7.17,0.631,45.46,28.99,163.59,108.81,-45.96,0.316,2.191
wave,2614,88.86,83.7,55.06,306.88,6.81,0.918,-12.49,-5.53,240.83,82.83,-17.91,0.259,1.201
stroke,2615,91.51,78.38,100.21,0.15,7.47,0.754,-0.02,22.55,176.83,182.85,40.21,-0.099,0.523
splatter,2616,11.33,23.93,220.0,219.08,8.71,0.403,-21.45,19.22,198.5,70.25,42.05,0.14,1.57
blob,2617,82.93,75.77,123.06,32.52,3.64,0.868,16.77,3.09,202.52,77.8,-0.01,0.012,2.33
wave,2618,23.4,36.88,131.04,64.37,5.64,0.498,20.26,21.39,160.46,63.63,-64.08,0.089,1.107
wave,2619,94.34,51.84,122.25,239.47,2.0,0.448,-44.77,-5.18,96.63,65.65,-10.82,-0.104,1.066
stroke,2620,65.67,80.8,92.38,56.8,9.74,0.866,-22.23,40.44,171.49,79.26,49.26,0.45,0.918
wave,2621,80.63,73.46,44.36,76.88,4.78,0.539,-53.47,13.48,165.63,85.78,-5.06,0.059,3.542
blob,2622,75.76,62.31,37.49,335.79,7.81,0.483,-29.98,-12.54,228.33,124.42,69.67,0.336,2.503
blob,2623,8.34,27.6,204.8,164.76,7.76,0.612,20.76,-19.19,129.29,25.12,23.33,-0.0,1.624
wave,2624,65.41,63.13,42.86,327.57,10.54,0.541,-29.0,9.82,209.84,111.83,56.06,-0.185,0.5
cloud,2625,79.35,65.12,59.15,86.6,7.8,0.753,4.77,-30.88,117.84,84.19,31.96,-0.004,1.744
cloud,2626,65.25,76.27,81.41,166.69,4.36,0.674,-13.35,-37.42,156.58,93.53,-83.88,0.204,3.662
wave,2627,29.96,32.18,120.24,89.74,9.19,0.769,7.24,7.7,187.49,25.0,120.0,0.203,2.319
blob,2628,11.69,32.03,71.48,33.67,10.81,0.734,-11.61,-0.43,131.82,73.44,25.0,-0.089,1.57
stroke,2629,79.25,78.31,45.12,0.74,6.07,0.354,4.13,5.27,132.1,115.25,-48.97,0.285,2.877
stroke,2630,70.83,67.48,92.27,278.48,8.05,0.956,18.43,18.04,216.99,105.45,79.86,0.102,5.5
spiral,2631,78.48,82.16,151.24,62.03,10.97,0.912,58.27,23.28,161.3,55.46,69.79,-0.121,0.5
splatter,2632,84.66,100.0,79.48,260.01,8.48,0.654,26.49,22.27,159.2,150.47,30.53,0.313,2.806
splatter,2633,27.6,32.78,163.35,138.62,8.82,0.595,8.14,-14.58,199.25,88.8,103.39,-0.12,1.483
wave,2634,24.04,27.68,90.49,169.4,6.29,0.577,36.87,12.47,134.4,124.67,-61.08,-0.005,1.237
blob,2635,24.04,31.69,90.24,317.85,10.97,0.663,65.31,13.63,158.06,108.66,59.46,0.293,2.281
spiral,2636,32.73,21.88,95.32,96.47,10.87,0.532,-49.19,-6.41,191.01,25.0,47.23,0.09,0.5
stroke,2637,24.6,29.77,85.36,10.34,7.71,0.927,10.04,6.7,183.77,78.53,80.11,0.07,1.081
wave,2638,86.5,67.48,124.6,153.7,11.41,0.824,49.53,-23.26,128.8,44.76,109.88,0.196,1.681
splatter,2639,86.21,49.94,61.39,159.93,11.18,0.35,5.92,-27.56,146.99,160.33,74.86,0.402,2.947
wave,2640,14.93,26.08,110.98,163.53,7.39,0.917,-1.9,1.89,155.84,89.93,-0.58,0.283,0.817
cloud,2641,79.53,65.83,77.33,210.82,8.22,0.626,-30.28,28.17,237.95,97.46,-60.09,-0.042,0.889
splatter,2642,83.91,69.95,120.4,304.54,4.64,0.781,-34.44,-36.63,100.6,76.39,100.19,-0.279,0.5
splatter,2643,30.17,33.45,157.09,190.44,6.06,0.572,42.01,-15.23,65.75,25.0,-3.68,-0.326,1.571
blob,2644,77.01,67.32,56.71,60.84,7.29,0.541,33.84,-48.58,171.01,199.34,-16.36,0.175,1.466
spiral,2645,66.59,72.69,39.77,327.97,5.5,0.798,-31.57,-21.46,130.82,138.15,25.81,0.278,1.252
spiral,2646,23.19,28.64,69.85,333.27,10.86,0.966,18.57,-53.33,60.0,96.0,91.57,-0.081,1.909
blob,2647,82.19,70.52,80.27,152.37,9.22,0.612,25.3,-27.24,192.04,134.14,6.07,-0.196,0.877
spiral,2648,27.77,18.96,54.61,129.04,6.92,0.843,9.44,14.02,166.74,47.0,106.89,0.285,0.617
blob,2649,26.34,25.21,117.74,285.19,11.42,0.928,29.11,30.51,170.74,100.98,6.18,-0.032,1.551
spiral,2650,84.1,69.66,61.66,128.71,7.15,0.944,9.62,44.64,274.18,105.76,-19.87,-0.09,1.101
blob,2651,67.57,71.45,85.21,329.38,7.22,0.815,32.13,12.51,151.19,25.0,75.15,-0.45,0.684
stroke,2652,79.34,88.76,108.83,265.09,4.76,0.35,70.11,7.97,189.39,98.91,-26.16,-0.257,1.208
cloud,2653,28.54,21.58,54.15,31.19,9.32,0.35,-45.4,-7.65,82.76,98.7,68.64,0.102,1.837
wave,2654,81.87,81.39,116.27,199.48,4.17,0.828,14.23,-5.94,279.39,89.39,120.0,0.069,2.46
splatter,2655,85.43,63.95,91.78,224.99,8.61,0.837,-1.44,19.63,212.83,78.11,-18.62,0.113,1.858
splatter,2656,73.74,75.09,60.07,312.82,7.48,0.533,-27.56,-48.29,114.79,140.01,27.27,0.089,1.19
stroke,2657,83.81,66.55,54.25,94.32,3.84,0.757,10.27,17.26,173.88,142.57,120.0,0.161,0.766
wave,2658,93.03,71.26,73.13,49.95,2.88,0.588,18.84,26.4,160.27,65.92,4.76,-0.393,0.772
cloud,2659,72.23,78.57,35.0,334.91,12.45,0.827,-23.56,21.1,144.22,42.42,-10.73,-0.102,0.854
splatter,2660,85.19,90.79,70.16,56.86,4.95,0.748,-48.59,8.26,96.89,65.39,15.64,0.027,0.632
splatter,2661,25.78,40.19,35.9,135.2,9.9,0.59,11.4,-79.74,116.21,161.46,-23.66,0.096,1.922
cloud,2662,20.05,18.25,137.18,295.11,12.58,0.897,21.35,27.86,102.15,67.78,-25.32,-0.361,1.065
